"ANO";"AUTO";"BICICLETA";"BOLETIM";"CAMINHAO";"CARROCA";"CONSORCIO";"CONT_ACID";"CONT_VIT";"CORREDOR";"DIA";"DIA_SEM";"FATAIS";"FERIDOS";"FERIDOS_GR";"FONTE";"FX_HORA";"ID";"LATITUDE";"LOCAL";"LOCAL_VIA";"LOG1";"LOG2";"LONGITUDE";"LOTACAO";"MES";"MORTE_POST";"MORTES";"MOTO";"NOITE_DIA";"ONIBUS_INT";"ONIBUS_MET";"ONIBUS_URB";"OUTRO";"PREDIAL1";"QUEDA_ARR";"REGIAO";"TAXI";"TEMPO";"TIPO_ACID";"UPS"
2015;2;0;NA;0;0;"";1;0;0;12;"SABADO";0;"0";0;"DDT";12;"616857";-30 026351;"Logradouro";"100 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225662;"0";9;0;0;0;"DIA";"0";0;"0";0;100;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;28;"QUINTA-FEIRA";0;"0";0;"EPTC";9;"608508";-30 025663;"Cruzamento";"AV MAUA & R VIGARIO JOSE IGNACIO";"AV MAUA";"R VIGARIO JOSE IGNACIO";-51 226015;"0";5;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"CHUVOSO";"ABALROAMENTO";1
2015;2;0;"281813";0;0;"";1;0;0;5;"QUINTA-FEIRA";0;"0";0;"EPTC";12;"602401";-30 025645;"Logradouro";"1569 AV MAUA";"AV MAUA";"";-51 225917;"0";2;0;0;0;"DIA";"0";0;"0";0;1569;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"UNIBUS";1;0;0;10;"QUINTA-FEIRA";0;"0";0;"EPTC";19;"615597";-30 025645;"Logradouro";"1569 AV MAUA";"AV MAUA";"";-51 225917;"0";9;0;0;0;"NOITE";"0";0;"1";0;1569;0;"CENTRO";"0";"CHUVOSO";"COLISAO";1
2015;0;0;NA;0;0;"CARRIS";1;0;0;11;"QUINTA-FEIRA";0;"0";0;"EPTC";11;"609422";-30 026275;"Logradouro";"120 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225509;"0";6;0;0;0;"DIA";"0";0;"1";0;120;0;"CENTRO";"1";"CHUVOSO";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;21;"QUARTA-FEIRA";0;"0";0;"EPTC";12;"618175";-30 026275;"Logradouro";"120 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225509;"0";10;0;0;0;"DIA";"0";0;"0";0;120;0;"CENTRO";"1";"NUBLADO";"CHOQUE";1
2015;1;0;NA;0;0;"";1;1;0;19;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";3;"604047";-30 02626;"Logradouro";"124 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225479;"0";3;0;0;0;"NOITE";"0";0;"0";0;124;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;1;0;NA;0;0;"";1;1;0;8;"DOMINGO";0;"1";0;"DEPTRAN";21;"618956";-30 02626;"Logradouro";"124 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225479;"0";11;0;0;1;"NOITE";"0";0;"0";0;124;0;"CENTRO";"0";"BOM";"COLISAO";5
2015;0;0;NA;0;0;"";1;0;0;5;"SEXTA-FEIRA";0;"0";0;"DDT";17;"611871";-30 026287;"Logradouro";"135 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225408;"1";6;0;0;0;"DIA";"0";0;"0";0;135;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;1;0;8;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";18;"601189";-30 026199;"Logradouro";"140 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225356;"0";1;0;0;0;"NOITE";"0";0;"0";0;140;0;"CENTRO";"0";"CHUVOSO";"ATROPELAMENTO";5
2015;0;0;NA;0;0;"";1;1;0;13;"SEXTA-FEIRA";0;"2";0;"DEPTRAN";15;"619542";-30 026184;"Logradouro";"144 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225326;"0";11;0;0;1;"DIA";"0";1;"0";0;144;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;0;0;NA;0;0;"";1;1;0;23;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";14;"612344";-30 026238;"Logradouro";"145 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225308;"0";7;0;0;0;"DIA";"0";1;"0";0;145;0;"CENTRO";"0";"NUBLADO";"ATROPELAMENTO";5
2015;2;0;NA;0;0;"";1;0;0;25;"QUINTA-FEIRA";0;"0";0;"DDT";12;"610606";-30 026138;"Logradouro";"156 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225234;"0";6;0;0;0;"DIA";"0";0;"0";0;156;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;3;"QUINTA-FEIRA";0;"0";0;"DDT";7;"615583";-30 026138;"Logradouro";"156 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225234;"0";9;0;0;0;"DIA";"0";0;"0";0;156;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;30;"SEXTA-FEIRA";0;"0";0;"EPTC";18;"602186";-30 026123;"Logradouro";"160 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 225203;"0";1;0;0;0;"NOITE";"0";0;"0";0;160;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;0;0;NA;0;0;"";1;1;0;8;"SEGUNDA-FEIRA";0;"1";0;"DEPTRAN";19;"609083";-30 026529;"Logradouro";"171 PCA RUI BARBOSA";"PCA RUI BARBOSA";"";-51 224664;"1";6;0;0;0;"NOITE";"0";0;"0";0;171;0;"CENTRO";"0";"BOM";"QUEDA";5
2015;2;0;NA;0;0;"";1;0;0;22;"QUINTA-FEIRA";0;"0";0;"EPTC";20;"601861";-30 026261;"Logradouro";"149 PCA RUI BARBOSA";"PCA RUI BARBOSA";"";-51 224742;"0";1;0;0;0;"NOITE";"0";0;"0";0;149;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;15;"TERCA-FEIRA";0;"0";0;"EPTC";15;"621566";-30 026047;"Logradouro";"180 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 22505;"0";12;0;0;0;"DIA";"0";0;"0";0;180;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;1;0;NA;0;0;"";1;0;0;11;"QUINTA-FEIRA";0;"0";0;"EPTC";8;"609426";-30 026009;"Logradouro";"190 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 224974;"0";6;0;0;0;"DIA";"0";0;"0";0;190;0;"CENTRO";"1";"CHUVOSO";"COLISAO";1
2015;0;0;NA;0;0;"";1;1;0;2;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";10;"610836";-30 026009;"Logradouro";"190 AV JULIO DE CASTILHOS";"AV JULIO DE CASTILHOS";"";-51 224974;"0";7;0;0;1;"DIA";"0";0;"0";0;190;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2015;1;0;NA;1;0;"";1;0;0;29;"SEXTA-FEIRA";0;"0";0;"EPTC";6;"608603";-30 026042;"Logradouro";"131 PCA RUI BARBOSA";"PCA RUI BARBOSA";"";-51 224807;"0";5;0;0;0;"DIA";"0";0;"0";0;131;0;"CENTRO";"0";"NUBLADO";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;9;"QUINTA-FEIRA";0;"0";0;"EPTC";11;"611446";-30 025956;"Cruzamento";"AV JULIO DE CASTILHOS & PCA RUI BARBOSA";"AV JULIO DE CASTILHOS";"PCA RUI BARBOSA";-51 224801;"0";7;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;13;"QUINTA-FEIRA";0;"0";0;"EPTC";13;"613915";-30 025956;"Cruzamento";"AV JULIO DE CASTILHOS & PCA RUI BARBOSA";"AV JULIO DE CASTILHOS";"PCA RUI BARBOSA";-51 224801;"0";8;0;0;1;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;27;"TERCA-FEIRA";0;"0";0;"EPTC";11;"618409";-30 025286;"Logradouro";"1645 AV MAUA";"AV MAUA";"";-51 225196;"0";10;0;0;0;"DIA";"0";0;"0";0;1645;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"UNIBUS";1;0;0;20;"SEXTA-FEIRA";0;"0";0;"EPTC";18;"604193";-30 025186;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 225054;"0";3;0;0;0;"NOITE";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;20;"SABADO";0;"0";0;"EPTC";13;"610363";-30 025186;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 225054;"1";6;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;1;0;NA;0;0;"";1;0;0;23;"DOMINGO";0;"0";0;"EPTC";6;"614636";-30 025186;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 225054;"0";8;0;0;0;"DIA";"1";0;"0";0;0;0;"CENTRO";"0";"CHUVOSO";"ABALROAMENTO";1
2015;0;0;NA;0;0;"";1;0;0;4;"SEXTA-FEIRA";0;"0";0;"EPTC";8;"621077";-30 025186;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 225054;"0";12;0;0;1;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"NUBLADO";"COLISAO";1
2015;1;0;NA;0;0;"";1;0;0;22;"TERCA-FEIRA";0;"0";0;"EPTC";19;"622247";-30 025186;"Cruzamento";"AV MAUA & PCA RUI BARBOSA";"AV MAUA";"PCA RUI BARBOSA";-51 225054;"0";12;0;0;0;"NOITE";"0";1;"0";0;0;0;"CENTRO";"0";"CHUVOSO";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;1;0;9;"QUARTA-FEIRA";0;"1";0;"DEPTRAN";7;"615489";-30 025121;"Logradouro";"1701 AV MAUA";"AV MAUA";"";-51 224858;"0";9;0;0;1;"DIA";"0";0;"0";0;1701;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2015;0;0;NA;0;0;"";1;1;0;24;"SEXTA-FEIRA";0;"1";0;"DEPTRAN";8;"612370";-30 03102;"Logradouro";"340 AV SENADOR SALGADO FILHO";"AV SENADOR SALGADO FILHO";"";-51 224108;"1";7;0;0;1;"DIA";"0";0;"0";0;340;0;"CENTRO";"0";"NUBLADO";"ABALROAMENTO";5
2015;0;0;NA;0;0;"";1;1;0;22;"SEXTA-FEIRA";0;"2";0;"DEPTRAN";18;"607790";-30 031045;"Logradouro";"359 AV SENADOR SALGADO FILHO";"AV SENADOR SALGADO FILHO";"";-51 223864;"0";5;0;0;1;"NOITE";"0";0;"0";0;359;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;2;0;NA;0;0;"";1;0;0;14;"QUINTA-FEIRA";0;"0";0;"EPTC";14;"607663";-30 031203;"Logradouro";"VDT JOSE LOUREIRO DA SILVA";"VDT JOSE LOUREIRO DA SILVA";"";-51 223649;"0";5;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;19;"SEXTA-FEIRA";0;"0";0;"DDT";12;"610443";-30 031203;"Logradouro";"VDT JOSE LOUREIRO DA SILVA";"VDT JOSE LOUREIRO DA SILVA";"";-51 223649;"0";6;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;9;"QUINTA-FEIRA";0;"0";0;"DDT";11;"611443";-30 032683;"Logradouro";"359 PCA RAUL PILLA";"PCA RAUL PILLA";"";-51 223537;"0";7;0;0;0;"DIA";"0";0;"0";0;359;0;"CENTRO";"0";"CHUVOSO";"COLISAO";1
2015;0;0;NA;0;0;"";1;1;0;24;"QUARTA-FEIRA";0;"1";0;"DEPTRAN";18;"610321";-30 032741;"Logradouro";"20 AV DESEMBARGADOR ANDRE DA ROCHA";"AV DESEMBARGADOR ANDRE DA ROCHA";"";-51 223279;"1";6;0;0;0;"NOITE";"0";0;"0";0;20;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;1;0;NA;1;0;"";1;0;0;25;"QUARTA-FEIRA";0;"0";0;"EPTC";12;"603398";-30 032528;"Cruzamento";"AV DESEMBARGADOR ANDRE DA ROCHA & AV JOAO PESSOA";"AV DESEMBARGADOR ANDRE DA ROCHA";"AV JOAO PESSOA";-51 223063;"0";2;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;17;"TERCA-FEIRA";0;"0";0;"DEPTRAN";1;"603936";-30 032528;"Cruzamento";"AV DESEMBARGADOR ANDRE DA ROCHA & AV JOAO PESSOA";"AV DESEMBARGADOR ANDRE DA ROCHA";"AV JOAO PESSOA";-51 223063;"0";3;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2015;0;0;NA;0;0;"UNIBUS";1;1;0;2;"QUINTA-FEIRA";0;"1";0;"DEPTRAN";13;"605641";-30 032528;"Cruzamento";"AV DESEMBARGADOR ANDRE DA ROCHA & AV JOAO PESSOA";"AV DESEMBARGADOR ANDRE DA ROCHA";"AV JOAO PESSOA";-51 223063;"0";4;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2015;1;0;NA;0;0;"STS";1;0;0;14;"TERCA-FEIRA";0;"0";0;"EPTC";9;"605351";-30 032528;"Cruzamento";"AV DESEMBARGADOR ANDRE DA ROCHA & AV JOAO PESSOA";"AV DESEMBARGADOR ANDRE DA ROCHA";"AV JOAO PESSOA";-51 223063;"0";4;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;20;"QUARTA-FEIRA";0;"0";0;"EPTC";8;"607985";-30 032528;"Cruzamento";"PCA ARGENTINA & AV JOAO PESSOA";"PCA ARGENTINA";"AV JOAO PESSOA";-51 223063;"1";5;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;25;"SEXTA-FEIRA";0;"0";0;"EPTC";4;"617011";-30 032528;"Cruzamento";"AV DESEMBARGADOR ANDRE DA ROCHA & AV JOAO PESSOA";"AV DESEMBARGADOR ANDRE DA ROCHA";"AV JOAO PESSOA";-51 223063;"0";9;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"CHOQUE";1
2015;1;0;NA;0;0;"UNIBUS";1;0;0;7;"SABADO";0;"0";0;"EPTC";11;"603536";-30 032611;"Logradouro";"11 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 223035;"0";3;0;0;1;"DIA";"0";0;"1";0;11;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;10;"SEXTA-FEIRA";0;"0";0;"DDT";14;"606703";-30 032611;"Logradouro";"11 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 223035;"0";4;0;0;0;"DIA";"0";0;"0";0;11;0;"CENTRO";"1";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;10;"SEGUNDA-FEIRA";0;"0";0;"DDT";7;"613778";-30 032611;"Logradouro";"11 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 223035;"0";8;0;0;0;"DIA";"0";0;"0";0;11;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;1;NA;0;0;"";1;1;0;16;"SEGUNDA-FEIRA";0;"1";0;"DEPTRAN";17;"619681";-30 032771;"Logradouro";"31 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 22291;"0";11;0;0;0;"DIA";"0";0;"0";0;31;0;"CENTRO";"0";"BOM";"ABALROAMENTO";5
2015;1;0;NA;0;0;"STS";1;0;0;23;"SEGUNDA-FEIRA";0;"0";0;"DDT";7;"620153";-30 032747;"Logradouro";"50 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 222853;"0";11;0;0;0;"DIA";"0";0;"1";0;50;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;4;"QUARTA-FEIRA";0;"0";0;"EPTC";12;"602309";-30 032768;"Logradouro";"52 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 222836;"1";2;0;0;0;"DIA";"0";0;"0";0;52;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;0;0;NA;0;0;"UNIBUS";1;1;1;1;"QUARTA-FEIRA";0;"7";0;"DEPTRAN";8;"604636";-30 032768;"Logradouro";"52 AV JOAO PESSOA";"AV JOAO PESSOA";"";-51 222836;"0";4;0;0;0;"DIA";"0";1;"1";0;52;0;"CENTRO";"0";"BOM";"COLISAO";5
2015;1;0;NA;0;0;"";1;0;0;3;"QUINTA-FEIRA";0;"0";0;"DDT";4;"615584";-30 030933;"Logradouro";"530 VDT JOSE LOUREIRO DA SILVA";"VDT JOSE LOUREIRO DA SILVA";"";-51 223519;"0";9;0;0;0;"NOITE";"0";0;"0";0;530;0;"CENTRO";"0";"CHUVOSO";"CHOQUE";1
2015;0;0;NA;0;0;"";1;0;0;9;"QUINTA-FEIRA";0;"0";0;"EPTC";21;"611772";-30 030873;"Cruzamento";"VDT JOSE LOUREIRO DA SILVA & R PROF ANNES DIAS";"VDT JOSE LOUREIRO DA SILVA";"R PROF ANNES DIAS";-51 223448;"0";7;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"2";"BOM";"COLISAO";1
2015;3;0;NA;0;0;"";1;1;0;15;"TERCA-FEIRA";0;"1";0;"DEPTRAN";19;"615945";-30 030873;"Cruzamento";"VDT JOSE LOUREIRO DA SILVA & R PROF ANNES DIAS";"VDT JOSE LOUREIRO DA SILVA";"R PROF ANNES DIAS";-51 223448;"0";9;0;0;0;"NOITE";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"COLISAO";5
2015;0;0;NA;0;0;"";1;1;0;10;"TERCA-FEIRA";0;"1";0;"DEPTRAN";11;"603613";-30 02975;"Logradouro";"1685 R DOS ANDRADAS";"R DOS ANDRADAS";"";-51 22456;"1";3;0;0;0;"DIA";"0";0;"0";0;1685;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;2;0;NA;0;0;"";1;0;0;12;"DOMINGO";0;"0";0;"EPTC";6;"611620";-30 030478;"Logradouro";"300 R GEN VITORINO";"R GEN VITORINO";"";-51 223607;"0";7;0;0;0;"DIA";"0";0;"0";0;300;0;"CENTRO";"0";"NUBLADO";"COLISAO";1
2015;1;0;NA;0;0;"";1;0;0;23;"TERCA-FEIRA";0;"0";0;"EPTC";12;"610476";-30 028762;"Logradouro";"49 PCA OTAVIO ROCHA";"PCA OTAVIO ROCHA";"";-51 224076;"0";6;0;0;0;"DIA";"0";0;"0";0;49;0;"CENTRO";"1";"BOM";"COLISAO";1
2015;0;0;NA;1;0;"";1;1;0;24;"SEGUNDA-FEIRA";0;"1";0;"DEPTRAN";9;"614465";-30 030654;"Logradouro";"108 R PROF ANNES DIAS";"R PROF ANNES DIAS";"";-51 223328;"0";8;0;0;0;"DIA";"0";0;"0";0;108;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;1;0;NA;1;0;"";1;0;0;26;"SEGUNDA-FEIRA";0;"0";0;"EPTC";8;"601966";-30 03061;"Logradouro";"112 R PROF ANNES DIAS";"R PROF ANNES DIAS";"";-51 223281;"0";1;0;0;0;"DIA";"0";0;"0";0;112;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;13;"SEGUNDA-FEIRA";0;"0";0;"EPTC";6;"605298";-30 030539;"Cruzamento";"R PROF ANNES DIAS & R GEN VITORINO";"R PROF ANNES DIAS";"R GEN VITORINO";-51 223146;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;1;0;18;"QUINTA-FEIRA";0;"1";1;"DEPTRAN";13;"609926";-30 030461;"Logradouro";"150 R PROF ANNES DIAS";"R PROF ANNES DIAS";"";-51 223076;"0";6;0;0;0;"DIA";"0";0;"0";0;150;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;1;0;NA;0;0;"";1;0;0;12;"QUINTA-FEIRA";0;"0";0;"DDT";15;"619580";-30 029811;"Logradouro";"60 PCA DOM FELICIANO";"PCA DOM FELICIANO";"";-51 22314;"1";11;0;0;0;"DIA";"0";0;"0";0;60;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"CONORTE";1;0;0;24;"TERCA-FEIRA";0;"0";0;"DDT";17;"612734";-30 030423;"Cruzamento";"R PROF ANNES DIAS & PCA DOM FELICIANO";"R PROF ANNES DIAS";"PCA DOM FELICIANO";-51 222962;"0";2;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;7;"TERCA-FEIRA";0;"0";0;"EPTC";10;"604941";-30 030227;"Logradouro";"14 PCA DOM FELICIANO";"PCA DOM FELICIANO";"";-51 223006;"0";4;0;0;0;"DIA";"0";0;"0";0;14;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;1;0;NA;0;0;"";1;0;0;28;"TERCA-FEIRA";0;"0";0;"EPTC";8;"612769";-30 0296;"Logradouro";"259 R SENHOR DOS PASSOS";"R SENHOR DOS PASSOS";"";-51 223222;"0";7;0;0;0;"DIA";"0";0;"0";0;259;0;"CENTRO";"2";"BOM";"COLISAO";1
2015;1;0;NA;1;0;"";1;0;0;13;"SEGUNDA-FEIRA";0;"0";0;"EPTC";10;"605283";-30 029671;"Cruzamento";"R DOS ANDRADAS & PCA DOM FELICIANO";"R DOS ANDRADAS";"PCA DOM FELICIANO";-51 223163;"0";4;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;9;"QUINTA-FEIRA";0;"0";0;"EPTC";7;"611509";-30 029671;"Cruzamento";"R DOS ANDRADAS & R SENHOR DOS PASSOS";"R DOS ANDRADAS";"R SENHOR DOS PASSOS";-51 223163;"0";7;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"CHUVOSO";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;27;"SEXTA-FEIRA";0;"0";0;"EPTC";16;"603197";-30 028841;"Logradouro";"202 R SENHOR DOS PASSOS";"R SENHOR DOS PASSOS";"";-51 223435;"0";2;0;0;0;"DIA";"0";0;"0";0;202;0;"CENTRO";"0";"NUBLADO";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;4;"QUARTA-FEIRA";0;"0";0;"EPTC";11;"602308";-30 028752;"Cruzamento";"PCA OTAVIO ROCHA & R SENHOR DOS PASSOS";"PCA OTAVIO ROCHA";"R SENHOR DOS PASSOS";-51 223503;"0";2;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;5;"SEXTA-FEIRA";0;"0";0;"DDT";8;"608871";-30 032115;"Logradouro";"77 AV OSVALDO ARANHA";"AV OSVALDO ARANHA";"";-51 221131;"0";6;0;0;0;"DIA";"0";0;"0";0;77;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;13;"SEXTA-FEIRA";0;"0";0;"DDT";3;"619072";-30 032164;"Logradouro";"99 AV OSVALDO ARANHA";"AV OSVALDO ARANHA";"";-51 220848;"0";3;0;0;0;"NOITE";"0";0;"0";0;99;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;1;0;NA;0;0;"";1;1;0;10;"DOMINGO";0;"1";0;"DEPTRAN";6;"607130";-30 032164;"Logradouro";"99 AV OSVALDO ARANHA";"AV OSVALDO ARANHA";"";-51 220848;"0";5;0;0;0;"NOITE";"0";0;"0";0;99;0;"CENTRO";"0";"BOM";"CHOQUE";5
2015;2;0;NA;0;0;"";1;0;0;24;"DOMINGO";0;"0";0;"DDT";12;"607837";-30 032164;"Logradouro";"99 AV OSVALDO ARANHA";"AV OSVALDO ARANHA";"";-51 220848;"0";5;0;0;0;"DIA";"0";0;"0";0;99;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;1;0;NA;0;0;"";1;1;0;21;"TERCA-FEIRA";0;"1";0;"DEPTRAN";14;"612168";-30 032164;"Logradouro";"99 AV OSVALDO ARANHA";"AV OSVALDO ARANHA";"";-51 220848;"0";7;0;0;0;"DIA";"0";0;"0";0;99;0;"CENTRO";"0";"BOM";"ATROPELAMENTO";5
2015;0;0;NA;0;0;"";1;0;0;6;"QUINTA-FEIRA";0;"0";0;"DDT";18;"613669";-30 032168;"Logradouro";"101 AV OSVALDO ARANHA";"AV OSVALDO ARANHA";"";-51 220822;"0";8;0;0;1;"NOITE";"0";1;"0";0;101;0;"CENTRO";"0";"BOM";"ABALROAMENTO";1
2015;2;0;NA;0;0;"";1;0;0;23;"TERCA-FEIRA";0;"0";0;"DDT";22;"610446";-30 029898;"Logradouro";"265 R PROF ANNES DIAS";"R PROF ANNES DIAS";"";-51 222095;"0";6;0;0;0;"NOITE";"0";0;"0";0;265;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;2;0;NA;0;0;"";1;0;0;8;"QUARTA-FEIRA";0;"0";0;"DDT";10;"606547";-30 029608;"Logradouro";"78 PCA DOM FELICIANO";"PCA DOM FELICIANO";"";-51 222331;"0";4;0;0;0;"DIA";"0";0;"0";0;78;0;"CENTRO";"0";"BOM";"COLISAO";1
2015;1;0;NA;0;0;"";1;0;0;23;"SEGUNDA-FEIRA";0;"0";0;"EPTC";11;"602962";-30 029631;"Cruzamento";"PCA DOM FELICIANO & R PINTO BANDEIRA";"PCA DOM FELICIANO";"R PINTO BANDEIRA";-51 222236;"0";2;0;0;0;"DIA";"0";0;"0";0;0;0;"CENTRO";"1";"BOM";"COLISAO";1
2015;1;0;NA;0;0;"CARRIS";1;0;0;25;"QUINTA-FEIRA";0;"0";0;"EPTC";15;"610517";-30 029631;"Cruzamento";"PCA DOM FELICIANO & R PINTO BANDEIRA";"PCA DOM FELICIANO";"R PINTO BANDEIRA";-51 222236;"0";6;0;0;0;"DIA";"0";0;"1";0;0;0;"CENTRO";"1";"BOM";"CHOQUE";1
2015;1;0;NA;0;0;"";1;0;0;4;"QUARTA-FEIRA";0;"0";0;"DDT";17;"606678";-30 029686;"Logradouro";"295 R PROF ANNES DIAS";"R PROF ANNES DIAS";"";-51 221765;"0";2;0;0;0;"DIA";"0";0;"0";0;295;0;"CENTRO";"1";"BOM";"ABALROAMENTO";1
